states,year,quarter,brand,user_counts,percentage
haryana,2021,3,OnePlus,210246,0.018564217432489
haryana,2021,3,Motorola,168742,0.014899513798089
haryana,2021,3,Huawei,153598,0.013562334927634
haryana,2021,3,Tecno,134477,0.011873996497763
haryana,2021,3,Others,764739,0.067524619137127
haryana,2021,4,Xiaomi,2742821,0.226371873782387
haryana,2021,4,Vivo,2569078,0.212032429660232
haryana,2021,4,Samsung,2176063,0.179595919230064
haryana,2021,4,Oppo,1697572,0.140104860842364
haryana,2021,4,Realme,916660,0.075654241316281
haryana,2021,4,Apple,529430,0.043695181397768
haryana,2021,4,OnePlus,238331,0.019670053222733
haryana,2021,4,Motorola,170147,0.014042657252679
haryana,2021,4,Tecno,156987,0.012956529554599
haryana,2021,4,Huawei,147354,0.012161493983504
haryana,2021,4,Others,771996,0.063714759757384
haryana,2022,1,Xiaomi,2837979,0.220562807706045
haryana,2022,1,Vivo,2767906,0.215116855630859
haryana,2022,1,Samsung,2259241,0.17558429369795
haryana,2022,1,Oppo,1825605,0.141882855568063
haryana,2022,1,Realme,1043668,0.081112067563908
haryana,2022,1,Apple,578053,0.044925276995672
haryana,2022,1,OnePlus,267015,0.020751942878939
haryana,2022,1,Tecno,184983,0.014376558056943
haryana,2022,1,Motorola,170641,0.013261922681516
haryana,2022,1,Huawei,145049,0.011272956810094
haryana,2022,1,Others,786848,0.061152462410006
himachal-pradesh,2018,1,Xiaomi,63002,0.277086549414398
himachal-pradesh,2018,1,Samsung,36283,0.159574795600181
himachal-pradesh,2018,1,Vivo,20480,0.090072260118835
himachal-pradesh,2018,1,Oppo,20074,0.088286647930932
himachal-pradesh,2018,1,Realme,10722,0.047155994775105
himachal-pradesh,2018,1,Apple,7525,0.033095398310265
himachal-pradesh,2018,1,Motorola,7048,0.030997523892458
himachal-pradesh,2018,1,Micromax,6997,0.030773222854076
himachal-pradesh,2018,1,Lenovo,5750,0.025288842562661
himachal-pradesh,2018,1,Gionee,5569,0.024492793779384
himachal-pradesh,2018,1,Others,43923,0.193175970761699
himachal-pradesh,2018,2,Xiaomi,89506,0.283876574299315
himachal-pradesh,2018,2,Samsung,49124,0.155801318748235
himachal-pradesh,2018,2,Vivo,29637,0.093996492218497
himachal-pradesh,2018,2,Oppo,28884,0.091608282931439
himachal-pradesh,2018,2,Realme,14951,0.047418482139175
himachal-pradesh,2018,2,Apple,9926,0.031481228928731
himachal-pradesh,2018,2,Motorola,9613,0.030488520420299
himachal-pradesh,2018,2,Micromax,9566,0.0303394555644
himachal-pradesh,2018,2,Lenovo,7690,0.024389547699168
himachal-pradesh,2018,2,Gionee,7275,0.023073336737509
himachal-pradesh,2018,2,Others,59127,0.187526760313226
himachal-pradesh,2018,3,Xiaomi,119009,0.291950622372029
himachal-pradesh,2018,3,Samsung,63923,0.156814691610611
himachal-pradesh,2018,3,Vivo,41723,0.102354072525844
himachal-pradesh,2018,3,Oppo,39284,0.096370763969639
himachal-pradesh,2018,3,Realme,19585,0.048045550665548
himachal-pradesh,2018,3,Motorola,12222,0.0299827786691
himachal-pradesh,2018,3,Apple,12074,0.029619707875201
himachal-pradesh,2018,3,Micromax,10555,0.025893325875662
himachal-pradesh,2018,3,Gionee,8800,0.021587993150718
himachal-pradesh,2018,3,Lenovo,8462,0.020758817959247
himachal-pradesh,2018,3,Others,71997,0.176621675326395
himachal-pradesh,2018,4,Xiaomi,155301,0.295056645571423
himachal-pradesh,2018,4,Samsung,82316,0.156392314517339
himachal-pradesh,2018,4,Vivo,57665,0.109557835859886
himachal-pradesh,2018,4,Oppo,53543,0.101726440743013
himachal-pradesh,2018,4,Realme,25714,0.048854074244361
himachal-pradesh,2018,4,Apple,15419,0.029294585469931
himachal-pradesh,2018,4,Motorola,15298,0.029064697355146
himachal-pradesh,2018,4,Micromax,11894,0.02259743171278
himachal-pradesh,2018,4,Lenovo,10676,0.020283351350735
himachal-pradesh,2018,4,Lava,10441,0.019836874433591
himachal-pradesh,2018,4,Others,88076,0.16733574874179
himachal-pradesh,2019,1,Xiaomi,194324,0.297493130028092
himachal-pradesh,2019,1,Samsung,100938,0.154527292350793
himachal-pradesh,2019,1,Vivo,74159,0.113530974196462
himachal-pradesh,2019,1,Oppo,69132,0.105835074746825
himachal-pradesh,2019,1,Realme,31948,0.04890960724428
himachal-pradesh,2019,1,Apple,18364,0.028113685596405
himachal-pradesh,2019,1,Motorola,17796,0.027244127035157
himachal-pradesh,2019,1,Micromax,14398,0.022042084797268
himachal-pradesh,2019,1,Lava,13189,0.020191211028696
himachal-pradesh,2019,1,Lenovo,12312,0.018848600362826
himachal-pradesh,2019,1,Others,106645,0.163264212613191
himachal-pradesh,2019,2,Xiaomi,230589,0.298457293072897
himachal-pradesh,2019,2,Samsung,119387,0.154525674893832
himachal-pradesh,2019,2,Vivo,90320,0.116903506716903
himachal-pradesh,2019,2,Oppo,84572,0.109463721989171
himachal-pradesh,2019,2,Realme,38005,0.049190852222939
himachal-pradesh,2019,2,Apple,21238,0.027488891448777
himachal-pradesh,2019,2,Motorola,20278,0.026246338675878
himachal-pradesh,2019,2,Micromax,15816,0.020471056933509
himachal-pradesh,2019,2,Lava,15031,0.019455011176503
himachal-pradesh,2019,2,Gionee,14637,0.018945046809292
himachal-pradesh,2019,2,Others,122730,0.158852606060292
himachal-pradesh,2019,3,Xiaomi,263685,0.300947061347844
himachal-pradesh,2019,3,Samsung,132840,0.151611990175579
himachal-pradesh,2019,3,Vivo,105663,0.120594532655241
himachal-pradesh,2019,3,Oppo,97560,0.111346475169599
himachal-pradesh,2019,3,Realme,44753,0.051077171005176
himachal-pradesh,2019,3,Apple,23709,0.027059384786757
himachal-pradesh,2019,3,Motorola,21767,0.024842955360974
himachal-pradesh,2019,3,Micromax,17578,0.020061996110406
himachal-pradesh,2019,3,Lava,17474,0.019943299580909
himachal-pradesh,2019,3,Gionee,16473,0.01880084548451
himachal-pradesh,2019,3,Others,134682,0.153714288323
himachal-pradesh,2019,4,Xiaomi,297684,0.301927592309915
himachal-pradesh,2019,4,Samsung,148745,0.150865413385127
himachal-pradesh,2019,4,Vivo,122794,0.124544472561856
himachal-pradesh,2019,4,Oppo,112857,0.11446581705876
himachal-pradesh,2019,4,Realme,53624,0.054388429374863
himachal-pradesh,2019,4,Apple,25839,0.026207344223055
himachal-pradesh,2019,4,Motorola,23421,0.023754874764819
himachal-pradesh,2019,4,Lava,19583,0.019862162696702
himachal-pradesh,2019,4,Micromax,18835,0.019103499688116
himachal-pradesh,2019,4,Gionee,18172,0.018431048385051
himachal-pradesh,2019,4,Others,144391,0.146449345551729
himachal-pradesh,2020,1,Xiaomi,333918,0.301908184715535
himachal-pradesh,2020,1,Samsung,165251,0.149409823466919
himachal-pradesh,2020,1,Vivo,142220,0.128586605185235
himachal-pradesh,2020,1,Oppo,129752,0.117313803937524
himachal-pradesh,2020,1,Realme,63582,0.057486946497592
himachal-pradesh,2020,1,Apple,28072,0.025380981442553
himachal-pradesh,2020,1,Motorola,24777,0.022401844442937
himachal-pradesh,2020,1,Lava,23152,0.020932619063764
himachal-pradesh,2020,1,Micromax,18804,0.017001424018444
himachal-pradesh,2020,1,Huawei,18646,0.016858570104654
himachal-pradesh,2020,1,Others,157851,0.142719197124838
himachal-pradesh,2020,2,Xiaomi,375976,0.300812806482609
himachal-pradesh,2020,2,Samsung,184898,0.147934140192516
himachal-pradesh,2020,2,Vivo,166131,0.13291894257549
himachal-pradesh,2020,2,Oppo,150002,0.120014369528917
himachal-pradesh,2020,2,Realme,74053,0.059248704062112
himachal-pradesh,2020,2,Apple,30105,0.024086562810283
himachal-pradesh,2020,2,Motorola,26497,0.021199855664642
himachal-pradesh,2020,2,Lava,25049,0.020041332397767
himachal-pradesh,2020,2,Gionee,21296,0.017038612908413
himachal-pradesh,2020,2,Micromax,20603,0.016484153913976
himachal-pradesh,2020,2,Others,175257,0.14022051946327
himachal-pradesh,2020,3,Xiaomi,412600,0.299281752807489
himachal-pradesh,2020,3,Samsung,204813,0.148562272510325
himachal-pradesh,2020,3,Vivo,190933,0.138494335697509
himachal-pradesh,2020,3,Oppo,167966,0.121835091837282
himachal-pradesh,2020,3,Realme,85574,0.062071586802588
himachal-pradesh,2020,3,Apple,32354,0.023468157611084
himachal-pradesh,2020,3,Motorola,27952,0.020275141915838
himachal-pradesh,2020,3,Lava,26803,0.019441708241636
himachal-pradesh,2020,3,Gionee,22265,0.01615004417416
himachal-pradesh,2020,3,Micromax,22029,0.015978860234115
himachal-pradesh,2020,3,Others,185345,0.134441048167969
himachal-pradesh,2020,4,Xiaomi,448361,0.297170667949834
himachal-pradesh,2020,4,Samsung,226491,0.150116717900588
himachal-pradesh,2020,4,Vivo,212147,0.140609610768005
himachal-pradesh,2020,4,Oppo,186684,0.123732904903742
himachal-pradesh,2020,4,Realme,97707,0.064759545217747
himachal-pradesh,2020,4,Apple,35276,0.023380696542737
himachal-pradesh,2020,4,Motorola,29156,0.019324401530787
himachal-pradesh,2020,4,Lava,29138,0.01931247125134
himachal-pradesh,2020,4,Gionee,23461,0.015549793672444
himachal-pradesh,2020,4,Micromax,23015,0.015254187859482
himachal-pradesh,2020,4,Others,197330,0.130789002403288
himachal-pradesh,2021,1,Xiaomi,481737,0.29682781550398
himachal-pradesh,2021,1,Samsung,242485,0.149409932893845
himachal-pradesh,2021,1,Vivo,234300,0.144366650625927
himachal-pradesh,2021,1,Oppo,202041,0.124489895258698
himachal-pradesh,2021,1,Realme,109409,0.067413618772224
himachal-pradesh,2021,1,Apple,37856,0.023325411549701
himachal-pradesh,2021,1,Lava,30512,0.018800321143398
himachal-pradesh,2021,1,Motorola,29736,0.018322179782384
himachal-pradesh,2021,1,Huawei,24038,0.014811291283593
himachal-pradesh,2021,1,Gionee,23591,0.014535867071772
himachal-pradesh,2021,1,Others,207246,0.127697016114472
himachal-pradesh,2021,2,Xiaomi,513196,0.294407082346853
himachal-pradesh,2021,2,Samsung,260440,0.149407595784874
himachal-pradesh,2021,2,Vivo,254841,0.146195596365432
himachal-pradesh,2021,2,Oppo,217962,0.125039081525352
himachal-pradesh,2021,2,Realme,128488,0.073710194928609
himachal-pradesh,2021,2,Apple,41436,0.023770746194678
himachal-pradesh,2021,2,Lava,32566,0.018682259884542
himachal-pradesh,2021,2,Motorola,30072,0.017251517510531
himachal-pradesh,2021,2,Huawei,23728,0.013612131134938
himachal-pradesh,2021,2,Gionee,23284,0.013357419982548
himachal-pradesh,2021,2,Others,217138,0.124566374341637
himachal-pradesh,2021,3,Xiaomi,549749,0.292322343730226
himachal-pradesh,2021,3,Vivo,281606,0.149740565109702
himachal-pradesh,2021,3,Samsung,274845,0.146145485598944
himachal-pradesh,2021,3,Oppo,238065,0.126588167982363
himachal-pradesh,2021,3,Realme,149451,0.079468751362578
himachal-pradesh,2021,3,Apple,44803,0.023823450276663
himachal-pradesh,2021,3,Lava,32894,0.017490984384986
himachal-pradesh,2021,3,Motorola,30197,0.016056887440671
himachal-pradesh,2021,3,Tecno,25897,0.013770414744877
himachal-pradesh,2021,3,Huawei,25680,0.013655027634415
himachal-pradesh,2021,3,Others,227439,0.120937921734571
himachal-pradesh,2021,4,Xiaomi,583871,0.289942579678579
himachal-pradesh,2021,4,Vivo,302823,0.150377877657918
himachal-pradesh,2021,4,Samsung,290183,0.144101021627841
himachal-pradesh,2021,4,Oppo,256274,0.127262262836394
himachal-pradesh,2021,4,Realme,176332,0.087564127966422
himachal-pradesh,2021,4,Apple,50504,0.025079615264479
himachal-pradesh,2021,4,Lava,32082,0.01593149487001
himachal-pradesh,2021,4,Motorola,31241,0.015513865445857
himachal-pradesh,2021,4,Tecno,30164,0.014979041557852
himachal-pradesh,2021,4,OnePlus,27508,0.013660107252797
himachal-pradesh,2021,4,Others,232765,0.115588005841846
himachal-pradesh,2022,1,Xiaomi,615419,0.2871116775827
himachal-pradesh,2022,1,Vivo,324002,0.151156785474855
himachal-pradesh,2022,1,Samsung,304181,0.141909686244304
himachal-pradesh,2022,1,Oppo,276524,0.129006854731294
himachal-pradesh,2022,1,Realme,199933,0.093274824199678
himachal-pradesh,2022,1,Apple,54982,0.025650774930335
himachal-pradesh,2022,1,Tecno,36339,0.016953248521215
himachal-pradesh,2022,1,Motorola,31514,0.014702239299308
himachal-pradesh,2022,1,Lava,31262,0.014584673636319
himachal-pradesh,2022,1,OnePlus,30536,0.014245972559614
himachal-pradesh,2022,1,Others,238791,0.111403262820372
jammu-&-kashmir,2018,1,Xiaomi,60568,0.343307354399886
jammu-&-kashmir,2018,1,Samsung,37991,0.215337962306929
jammu-&-kashmir,2018,1,Vivo,17309,0.098109678333569
jammu-&-kashmir,2018,1,Oppo,13523,0.076650134618109
jammu-&-kashmir,2018,1,Apple,6429,0.036440413773558
jammu-&-kashmir,2018,1,Realme,6145,0.034830664588351
jammu-&-kashmir,2018,1,OnePlus,3894,0.022071701856312
jammu-&-kashmir,2018,1,Motorola,3348,0.018976902366444
jammu-&-kashmir,2018,1,Micromax,3103,0.017588210287657
jammu-&-kashmir,2018,1,Lenovo,3052,0.017299135610032
jammu-&-kashmir,2018,1,Others,21063,0.119387841859146
jammu-&-kashmir,2018,2,Xiaomi,92362,0.353053602895924
jammu-&-kashmir,2018,2,Samsung,55791,0.213261011662442
jammu-&-kashmir,2018,2,Vivo,26958,0.103046913523617
jammu-&-kashmir,2018,2,Oppo,20994,0.080249532699563
jammu-&-kashmir,2018,2,Realme,9196,0.035151695851442
jammu-&-kashmir,2018,2,Apple,8919,0.034092863777622
jammu-&-kashmir,2018,2,OnePlus,5028,0.019219522264142
jammu-&-kashmir,2018,2,Motorola,4756,0.018179802682629
jammu-&-kashmir,2018,2,Micromax,4375,0.016723430768819
jammu-&-kashmir,2018,2,Lenovo,4230,0.016169168491909
jammu-&-kashmir,2018,2,Others,29000,0.110852455381886
jammu-&-kashmir,2018,3,Xiaomi,120343,0.351336675142834
jammu-&-kashmir,2018,3,Samsung,74506,0.217517348896005
jammu-&-kashmir,2018,3,Vivo,38216,0.111570115231119
jammu-&-kashmir,2018,3,Oppo,28915,0.084416210014334
jammu-&-kashmir,2018,3,Realme,12323,0.035976515857051
jammu-&-kashmir,2018,3,Apple,10996,0.032102391330369
jammu-&-kashmir,2018,3,Motorola,6291,0.018366328106525
jammu-&-kashmir,2018,3,OnePlus,6276,0.018322536194015
jammu-&-kashmir,2018,3,Lenovo,4936,0.014410458676491
jammu-&-kashmir,2018,3,Micromax,4850,0.014159385044769
jammu-&-kashmir,2018,3,Others,34877,0.101822035506482
jammu-&-kashmir,2018,4,Xiaomi,153238,0.351010048950552
jammu-&-kashmir,2018,4,Samsung,95846,0.21954677789918
jammu-&-kashmir,2018,4,Vivo,52004,0.119121409739258
jammu-&-kashmir,2018,4,Oppo,38530,0.088257593978417
jammu-&-kashmir,2018,4,Realme,15898,0.036416278979208
jammu-&-kashmir,2018,4,Apple,13747,0.031489155058949
jammu-&-kashmir,2018,4,Motorola,7823,0.017919521352015
jammu-&-kashmir,2018,4,OnePlus,7434,0.017028470117714
jammu-&-kashmir,2018,4,Lenovo,6134,0.014050663936247
jammu-&-kashmir,2018,4,Micromax,5165,0.011831053020984
jammu-&-kashmir,2018,4,Others,40744,0.09332902696747
jammu-&-kashmir,2019,1,Xiaomi,189565,0.357218906700787
jammu-&-kashmir,2019,1,Samsung,115108,0.216911106546642
jammu-&-kashmir,2019,1,Vivo,64897,0.122292803988927
jammu-&-kashmir,2019,1,Oppo,48082,0.090606385524686
jammu-&-kashmir,2019,1,Realme,19564,0.036866672068652
jammu-&-kashmir,2019,1,Apple,16067,0.030276876923279
jammu-&-kashmir,2019,1,Motorola,8760,0.016507465105367
jammu-&-kashmir,2019,1,OnePlus,8604,0.016213496548696
jammu-&-kashmir,2019,1,Lenovo,6906,0.013013761874162
jammu-&-kashmir,2019,1,Huawei,6060,0.01141954777837
jammu-&-kashmir,2019,1,Others,47056,0.088672976940428
jammu-&-kashmir,2019,2,Xiaomi,226055,0.358139269605334
jammu-&-kashmir,2019,2,Samsung,138016,0.218658952174691
jammu-&-kashmir,2019,2,Vivo,79073,0.125275470418715
jammu-&-kashmir,2019,2,Oppo,58451,0.092604005430985
jammu-&-kashmir,2019,2,Realme,23049,0.036516564664056
jammu-&-kashmir,2019,2,Apple,18515,0.029333341782941
jammu-&-kashmir,2019,2,Motorola,10033,0.015895296684215
jammu-&-kashmir,2019,2,OnePlus,9437,0.014951053005974
jammu-&-kashmir,2019,2,Lenovo,7950,0.012595196714792
jammu-&-kashmir,2019,2,Huawei,7185,0.011383206087519
jammu-&-kashmir,2019,2,Others,53429,0.084647643430773
jammu-&-kashmir,2019,3,Xiaomi,236869,0.359734530074188
jammu-&-kashmir,2019,3,Samsung,142362,0.216206118869171
jammu-&-kashmir,2019,3,Vivo,84230,0.12792066276359
jammu-&-kashmir,2019,3,Oppo,61563,0.093496138688293
jammu-&-kashmir,2019,3,Realme,24963,0.03791147458824
jammu-&-kashmir,2019,3,Apple,19748,0.029991419307317
jammu-&-kashmir,2019,3,Motorola,10184,0.015466508721173
jammu-&-kashmir,2019,3,OnePlus,10037,0.015243258840771
jammu-&-kashmir,2019,3,Huawei,7699,0.011692522647713
jammu-&-kashmir,2019,3,Lenovo,7208,0.010946837673037
jammu-&-kashmir,2019,3,Others,53592,0.081390527826502
jammu-&-kashmir,2019,4,Xiaomi,241041,0.357963784979067
jammu-&-kashmir,2019,4,Samsung,144994,0.215326857419505
jammu-&-kashmir,2019,4,Vivo,88428,0.131322146763948
jammu-&-kashmir,2019,4,Oppo,64384,0.095615021229136
jammu-&-kashmir,2019,4,Realme,26716,0.039675243960574
jammu-&-kashmir,2019,4,Apple,20684,0.030717276017387
jammu-&-kashmir,2019,4,OnePlus,10484,0.015569518553775
jammu-&-kashmir,2019,4,Motorola,10294,0.015287354444158
jammu-&-kashmir,2019,4,Huawei,7979,0.011849407529623
jammu-&-kashmir,2019,4,Lenovo,7023,0.010429676535975
jammu-&-kashmir,2019,4,Others,51340,0.076243712566846
jammu-&-kashmir,2020,1,Xiaomi,262773,0.357315938907382
jammu-&-kashmir,2020,1,Samsung,157318,0.213919348171355
jammu-&-kashmir,2020,1,Vivo,99861,0.135789928855818
jammu-&-kashmir,2020,1,Oppo,71729,0.097536333572656
jammu-&-kashmir,2020,1,Realme,30778,0.041851598024497
jammu-&-kashmir,2020,1,Apple,22380,0.030432086678415
jammu-&-kashmir,2020,1,OnePlus,11146,0.015156212605791
jammu-&-kashmir,2020,1,Motorola,10674,0.014514392010965
jammu-&-kashmir,2020,1,Huawei,8727,0.011866882057306
jammu-&-kashmir,2020,1,Lenovo,7362,0.010010769532014
jammu-&-kashmir,2020,1,Others,52660,0.071606509583795
jammu-&-kashmir,2020,2,Xiaomi,302140,0.35743776721472
jammu-&-kashmir,2020,2,Samsung,179346,0.21216996689909
jammu-&-kashmir,2020,2,Vivo,119239,0.141062162987079
jammu-&-kashmir,2020,2,Oppo,84526,0.099995977730825
jammu-&-kashmir,2020,2,Realme,36913,0.043668830016538
jammu-&-kashmir,2020,2,Apple,24262,0.028702439624556
jammu-&-kashmir,2020,2,OnePlus,11743,0.013892207918191
jammu-&-kashmir,2020,2,Motorola,11504,0.013609466055597
jammu-&-kashmir,2020,2,Huawei,9753,0.011537997430479
jammu-&-kashmir,2020,2,Lenovo,7829,0.009261866285576
jammu-&-kashmir,2020,2,Others,58039,0.068661317837344
jammu-&-kashmir,2020,3,Xiaomi,337986,0.355842534209149
jammu-&-kashmir,2020,3,Samsung,202520,0.213219571307796
jammu-&-kashmir,2020,3,Vivo,138487,0.145803568890493
jammu-&-kashmir,2020,3,Oppo,95838,0.100901329621748
jammu-&-kashmir,2020,3,Realme,44231,0.046567819763554
jammu-&-kashmir,2020,3,Apple,26378,0.027771607011441
jammu-&-kashmir,2020,3,OnePlus,12578,0.013242523049128
jammu-&-kashmir,2020,3,Motorola,12094,0.012732952278276
jammu-&-kashmir,2020,3,Huawei,10606,0.011166338007557
jammu-&-kashmir,2020,3,Lenovo,8223,0.00865743894363
jammu-&-kashmir,2020,3,Others,60878,0.064094316917223
jammu-&-kashmir,2020,4,Xiaomi,383539,0.355450583954729
jammu-&-kashmir,2020,4,Samsung,231979,0.214990055809798
jammu-&-kashmir,2020,4,Vivo,158472,0.146866328953441
jammu-&-kashmir,2020,4,Oppo,109614,0.101586436606482
jammu-&-kashmir,2020,4,Realme,53415,0.049503161195971
jammu-&-kashmir,2020,4,Apple,29701,0.027525852114229
jammu-&-kashmir,2020,4,OnePlus,13667,0.012666099486386
jammu-&-kashmir,2020,4,Motorola,12734,0.011801427589057
jammu-&-kashmir,2020,4,Huawei,11566,0.01071896587836
jammu-&-kashmir,2020,4,Lenovo,8696,0.00805914985978
jammu-&-kashmir,2020,4,Others,65639,0.060831938551762
jammu-&-kashmir,2021,1,Xiaomi,418392,0.356133460672206
jammu-&-kashmir,2021,1,Samsung,250133,0.212912127665732
jammu-&-kashmir,2021,1,Vivo,176571,0.15029647145345
jammu-&-kashmir,2021,1,Oppo,118812,0.101132260486305
jammu-&-kashmir,2021,1,Realme,61109,0.052015716476935
jammu-&-kashmir,2021,1,Apple,32281,0.027477447570602
jammu-&-kashmir,2021,1,OnePlus,14859,0.012647916528347
jammu-&-kashmir,2021,1,Motorola,12970,0.011040007899095
